time,position
0.686,0.445
0.69,0.444
0.693,0.443
0.696,0.442
0.7,0.441
0.703,0.44
0.707,0.439
0.709,0.438
0.713,0.437
0.716,0.436
0.72,0.435
0.723,0.434
0.728,0.433
0.731,0.432
0.735,0.431
0.739,0.43
0.742,0.429
0.746,0.428
0.75,0.427
0.753,0.426
0.757,0.425
0.76,0.424
0.764,0.423
0.768,0.422
0.772,0.421
0.775,0.42
0.78,0.419
0.783,0.418
0.786,0.417
0.79,0.416
0.793,0.415
0.797,0.414
0.8,0.413
0.804,0.412
0.807,0.411
0.811,0.41
0.815,0.409
0.818,0.408
0.821,0.407
0.824,0.406
0.828,0.405
0.832,0.404
0.835,0.403
0.839,0.402
0.842,0.401
0.846,0.4
0.85,0.399
0.853,0.398
0.856,0.397
0.86,0.396
0.864,0.395
0.867,0.394
0.871,0.393
0.874,0.392
0.878,0.391
0.881,0.39
0.886,0.389
0.889,0.388
0.894,0.387
0.897,0.386
0.901,0.385
0.905,0.384
0.91,0.383
0.913,0.382
0.917,0.381
0.92,0.38
0.924,0.379
0.927,0.378
0.931,0.377
0.934,0.376
0.938,0.375
0.942,0.374
0.947,0.373
0.95,0.372
0.953,0.371
0.956,0.37
0.96,0.369
0.963,0.368
0.967,0.367
0.971,0.366
0.975,0.365
0.979,0.364
0.983,0.363
0.986,0.362
0.99,0.361
0.994,0.36
0.998,0.359
1.001,0.358
1.005,0.357
1.008,0.356
1.012,0.355
1.017,0.354
1.021,0.353
1.025,0.352
1.029,0.351
1.033,0.35
1.037,0.349
1.041,0.348
1.045,0.347
1.048,0.346
1.052,0.345
1.056,0.344
1.06,0.343
1.064,0.342
1.068,0.341
1.072,0.34
1.076,0.339
1.08,0.338
1.084,0.337
1.088,0.336
1.093,0.335
1.097,0.334
1.102,0.333
1.106,0.332
1.11,0.331
1.114,0.33
1.119,0.329
1.123,0.328
1.127,0.327
1.131,0.326
1.135,0.325
1.138,0.324
1.143,0.323
1.147,0.322
1.151,0.321
1.155,0.32
1.159,0.319
1.163,0.318
1.167,0.317
1.171,0.316
1.176,0.315
1.18,0.314
1.185,0.313
1.19,0.312
1.195,0.311
1.199,0.31
1.204,0.309
1.208,0.308
1.213,0.307
1.217,0.306
1.221,0.305
1.225,0.304
1.23,0.303
1.234,0.302
1.239,0.301
1.243,0.3
1.248,0.299
1.252,0.298
1.257,0.297
1.26,0.296
1.265,0.295
1.269,0.294
1.274,0.293
1.277,0.292
1.282,0.291
1.287,0.29
1.292,0.289
1.297,0.288
1.301,0.287
1.305,0.286
1.31,0.285
1.314,0.284
1.319,0.283
1.323,0.282
1.328,0.281
1.333,0.28
1.338,0.279
1.343,0.278
1.348,0.277
1.352,0.276
1.358,0.275
1.362,0.274
1.367,0.273
1.371,0.272
1.376,0.271
1.381,0.27
1.386,0.269
1.391,0.268
1.396,0.267
1.4,0.266
1.406,0.265
1.41,0.264
1.416,0.263
1.42,0.262
1.426,0.261
1.43,0.26
1.436,0.259
1.44,0.258
1.446,0.257
1.45,0.256
1.456,0.255
1.46,0.254
1.466,0.253
1.47,0.252
1.476,0.251
1.48,0.25
1.486,0.249
1.491,0.248
1.496,0.247
1.5,0.246
1.506,0.245
1.51,0.244
1.516,0.243
1.52,0.242
1.526,0.241
1.531,0.24
1.536,0.239
1.541,0.238
1.546,0.237
1.55,0.236
1.556,0.235
1.56,0.234
1.566,0.233
1.57,0.232
1.575,0.231
1.58,0.23
1.585,0.229
1.59,0.228
1.596,0.227
1.6,0.226
1.606,0.225
1.61,0.224
1.616,0.223
1.62,0.222
1.625,0.221
1.63,0.22
1.636,0.219
1.641,0.218
1.646,0.217
1.65,0.216
1.656,0.215
1.66,0.214
1.666,0.213
1.67,0.212
1.676,0.211
1.681,0.21
1.686,0.209
1.691,0.208
1.696,0.207
1.7,0.206
1.706,0.205
1.71,0.204
1.716,0.203
1.72,0.202
1.725,0.201
1.73,0.2
1.735,0.199
1.74,0.198
1.746,0.197
1.75,0.196
1.756,0.195
1.76,0.194
1.766,0.193
1.77,0.192
1.775,0.191
1.78,0.19
1.786,0.189
1.79,0.188
1.796,0.187
1.8,0.186
1.806,0.185
1.81,0.184
1.816,0.183
1.82,0.182
1.826,0.181
1.83,0.18
1.836,0.179
1.841,0.178
1.846,0.177
1.85,0.176
1.856,0.175
1.86,0.174
1.866,0.173
1.87,0.172
1.876,0.171
1.88,0.17
1.885,0.169
1.89,0.168
1.896,0.167
1.9,0.166
1.906,0.165
1.91,0.164
1.916,0.163
1.92,0.162
1.925,0.161
1.93,0.16
1.936,0.159
1.94,0.158
1.946,0.157
1.95,0.156
1.956,0.155
1.96,0.154
1.966,0.153
1.97,0.152
1.976,0.151
1.98,0.15
1.986,0.149
1.99,0.148
1.996,0.147
2.0,0.146
2.006,0.145
2.01,0.144
2.016,0.143
2.02,0.142
2.026,0.141
2.03,0.14
2.035,0.139
2.04,0.138
2.046,0.137
2.05,0.136
2.056,0.135
2.06,0.134
2.066,0.133
2.07,0.132
2.076,0.131
2.08,0.13
2.086,0.129
2.09,0.128
2.096,0.127
2.1,0.126
2.106,0.125
2.11,0.124
2.116,0.123
2.12,0.122
2.126,0.121
2.131,0.12
2.136,0.119
2.14,0.118
2.146,0.117
2.15,0.116
2.156,0.115
2.16,0.114
2.165,0.113
2.17,0.112
2.176,0.111
2.18,0.11
2.185,0.109
2.19,0.108
2.196,0.107
2.2,0.106
2.206,0.105
2.21,0.104
2.216,0.103
2.22,0.102
2.226,0.101
2.23,0.1
2.235,0.099
2.24,0.098
2.247,0.097
2.252,0.096
2.257,0.095
2.262,0.094
2.267,0.093
2.272,0.092
2.278,0.091
2.283,0.09
2.288,0.089
2.293,0.088
2.299,0.087
2.304,0.086
2.309,0.085
2.314,0.084
2.319,0.083
2.325,0.082
2.331,0.081
2.335,0.08
2.341,0.079
2.347,0.078
2.352,0.077
2.357,0.076
2.363,0.075
2.368,0.074
2.373,0.073
2.378,0.072
2.384,0.071
2.389,0.07
2.395,0.069
2.399,0.068
2.405,0.067
2.41,0.066
2.416,0.065
2.421,0.064
2.427,0.063
2.432,0.062
2.438,0.061
2.445,0.06
2.452,0.059
2.458,0.058
2.464,0.057
2.469,0.056
2.475,0.055
2.48,0.054
2.487,0.053
2.493,0.052
2.499,0.051
2.504,0.05
2.51,0.049
2.516,0.048
2.523,0.047
2.529,0.046
2.536,0.045
2.542,0.044
2.55,0.043
2.556,0.042
2.563,0.041
2.569,0.04
2.575,0.039
2.581,0.038
2.589,0.037
2.594,0.036
2.601,0.035
2.607,0.034
2.614,0.033
2.62,0.032
2.628,0.031
2.634,0.03
2.64,0.029
2.646,0.028
2.654,0.027
2.66,0.026
2.668,0.025
2.674,0.024
2.681,0.023
2.688,0.022
2.695,0.021
2.701,0.02
2.709,0.019
2.717,0.018
2.727,0.017
2.733,0.016
2.741,0.015
2.748,0.014
2.756,0.013
2.763,0.012
2.77,0.011
2.777,0.01
2.786,0.009
2.794,0.008
2.801,0.007
2.81,0.006
2.82,0.005
