time,position
1.77,0.19
1.776,0.189
1.78,0.188
1.786,0.187
1.79,0.186
1.796,0.185
1.8,0.184
1.806,0.183
1.81,0.182
1.816,0.181
1.82,0.18
1.826,0.179
1.831,0.178
1.836,0.177
1.84,0.176
1.846,0.175
1.85,0.174
1.856,0.173
1.86,0.172
1.866,0.171
1.87,0.17
1.875,0.169
1.88,0.168
1.886,0.167
1.89,0.166
1.896,0.165
1.9,0.164
1.906,0.163
1.91,0.162
1.915,0.161
1.92,0.16
1.926,0.159
1.93,0.158
1.936,0.157
1.94,0.156
1.946,0.155
1.95,0.154
1.956,0.153
1.96,0.152
1.966,0.151
1.97,0.15
1.976,0.149
1.98,0.148
1.986,0.147
1.99,0.146
1.996,0.145
2.0,0.144
2.006,0.143
2.01,0.142
2.016,0.141
2.02,0.14
2.025,0.139
2.03,0.138
2.036,0.137
2.04,0.136
2.046,0.135
2.05,0.134
2.056,0.133
2.06,0.132
2.066,0.131
2.07,0.13
2.076,0.129
2.08,0.128
2.086,0.127
2.09,0.126
2.096,0.125
2.1,0.124
2.106,0.123
2.11,0.122
2.116,0.121
2.121,0.12
2.126,0.119
2.13,0.118
2.136,0.117
2.14,0.116
2.146,0.115
2.15,0.114
2.155,0.113
2.16,0.112
2.166,0.111
2.17,0.11
2.175,0.109
2.18,0.108
2.186,0.107
2.19,0.106
2.196,0.105
2.2,0.104
2.206,0.103
2.21,0.102
2.216,0.101
2.22,0.1
2.225,0.099
2.23,0.098
2.236,0.097
2.24,0.096
2.246,0.095
2.251,0.094
2.257,0.093
2.261,0.092
2.267,0.091
2.272,0.09
2.277,0.089
2.283,0.088
2.289,0.087
2.296,0.086
2.301,0.085
2.306,0.084
2.311,0.083
2.317,0.082
2.323,0.081
2.328,0.08
2.334,0.079
2.339,0.078
2.345,0.077
2.35,0.076
2.355,0.075
2.36,0.074
2.366,0.073
2.37,0.072
2.376,0.071
2.381,0.07
2.387,0.069
2.392,0.068
2.398,0.067
2.403,0.066
2.41,0.065
2.415,0.064
2.421,0.063
2.427,0.062
2.433,0.061
2.438,0.06
2.444,0.059
2.449,0.058
2.454,0.057
2.459,0.056
2.466,0.055
2.472,0.054
2.48,0.053
2.485,0.052
