time,position
0.68,0.445
0.684,0.444
0.687,0.443
0.691,0.442
0.694,0.441
0.697,0.44
0.701,0.439
0.704,0.438
0.708,0.437
0.711,0.436
0.715,0.435
0.718,0.434
0.721,0.433
0.724,0.432
0.728,0.431
0.732,0.43
0.736,0.429
0.739,0.428
0.742,0.427
0.746,0.426
0.749,0.425
0.753,0.424
0.757,0.423
0.76,0.422
0.763,0.421
0.766,0.42
0.77,0.419
0.774,0.418
0.778,0.417
0.781,0.416
0.785,0.415
0.789,0.414
0.792,0.413
0.796,0.412
0.8,0.411
0.803,0.41
0.807,0.409
0.81,0.408
0.813,0.407
0.816,0.406
0.82,0.405
0.823,0.404
0.828,0.403
0.832,0.402
0.835,0.401
0.839,0.4
0.843,0.399
0.846,0.398
0.85,0.397
0.854,0.396
0.857,0.395
0.861,0.394
0.865,0.393
0.868,0.392
0.872,0.391
0.876,0.39
0.88,0.389
0.884,0.388
0.888,0.387
0.891,0.386
0.895,0.385
0.899,0.384
0.903,0.383
0.906,0.382
0.91,0.381
0.913,0.38
0.917,0.379
0.921,0.378
0.925,0.377
0.928,0.376
0.932,0.375
0.936,0.374
0.94,0.373
0.943,0.372
0.947,0.371
0.951,0.37
0.954,0.369
0.958,0.368
0.961,0.367
0.965,0.366
0.969,0.365
0.973,0.364
0.977,0.363
0.98,0.362
0.985,0.361
0.988,0.36
0.993,0.359
0.996,0.358
1.0,0.357
1.003,0.356
1.007,0.355
1.011,0.354
1.015,0.353
1.019,0.352
1.023,0.351
1.027,0.35
1.032,0.349
1.036,0.348
1.04,0.347
1.043,0.346
1.047,0.345
1.051,0.344
1.055,0.343
1.058,0.342
1.063,0.341
1.068,0.34
1.073,0.339
1.076,0.338
1.081,0.337
1.084,0.336
1.089,0.335
1.093,0.334
1.097,0.333
1.101,0.332
1.105,0.331
1.109,0.33
1.114,0.329
1.117,0.328
1.122,0.327
1.125,0.326
1.13,0.325
1.134,0.324
1.139,0.323
1.142,0.322
1.147,0.321
1.15,0.32
1.156,0.319
1.159,0.318
1.165,0.317
1.169,0.316
1.174,0.315
1.177,0.314
1.182,0.313
1.186,0.312
1.19,0.311
1.194,0.31
1.198,0.309
1.202,0.308
1.207,0.307
1.211,0.306
1.217,0.305
1.22,0.304
1.226,0.303
1.23,0.302
1.234,0.301
1.238,0.3
1.243,0.299
1.246,0.298
1.251,0.297
1.255,0.296
1.26,0.295
1.264,0.294
1.27,0.293
1.274,0.292
1.28,0.291
1.284,0.29
1.289,0.289
1.294,0.288
1.298,0.287
1.302,0.286
1.308,0.285
1.311,0.284
1.317,0.283
1.321,0.282
1.327,0.281
1.331,0.28
1.335,0.279
1.339,0.278
1.344,0.277
1.349,0.276
1.354,0.275
1.358,0.274
1.364,0.273
1.368,0.272
1.373,0.271
1.378,0.27
1.384,0.269
1.388,0.268
1.394,0.267
1.398,0.266
1.404,0.265
1.408,0.264
1.414,0.263
1.418,0.262
1.424,0.261
1.428,0.26
1.434,0.259
1.438,0.258
1.444,0.257
1.448,0.256
1.454,0.255
1.458,0.254
1.464,0.253
1.468,0.252
1.474,0.251
1.478,0.25
1.484,0.249
1.489,0.248
1.494,0.247
1.498,0.246
1.504,0.245
1.508,0.244
1.514,0.243
1.518,0.242
1.524,0.241
1.529,0.24
1.534,0.239
1.539,0.238
1.544,0.237
1.548,0.236
1.554,0.235
1.558,0.234
1.564,0.233
1.568,0.232
1.573,0.231
1.578,0.23
1.583,0.229
1.588,0.228
1.594,0.227
1.598,0.226
1.604,0.225
1.608,0.224
1.614,0.223
1.618,0.222
1.623,0.221
1.628,0.22
1.634,0.219
1.639,0.218
1.644,0.217
1.648,0.216
1.654,0.215
1.658,0.214
1.664,0.213
1.668,0.212
1.674,0.211
1.679,0.21
1.684,0.209
1.689,0.208
1.694,0.207
1.698,0.206
1.704,0.205
1.708,0.204
1.714,0.203
1.718,0.202
1.723,0.201
1.728,0.2
1.733,0.199
1.738,0.198
1.744,0.197
1.748,0.196
1.754,0.195
1.758,0.194
1.764,0.193
1.768,0.192
1.773,0.191
1.778,0.19
1.784,0.189
1.788,0.188
1.794,0.187
1.798,0.186
1.804,0.185
1.808,0.184
1.814,0.183
1.818,0.182
1.824,0.181
1.828,0.18
1.834,0.179
1.839,0.178
1.844,0.177
1.848,0.176
1.854,0.175
1.858,0.174
1.864,0.173
1.868,0.172
1.874,0.171
1.878,0.17
1.883,0.169
1.888,0.168
1.894,0.167
1.898,0.166
1.904,0.165
1.908,0.164
1.914,0.163
1.918,0.162
1.923,0.161
1.928,0.16
1.934,0.159
1.938,0.158
1.944,0.157
1.948,0.156
1.954,0.155
1.958,0.154
1.964,0.153
1.968,0.152
1.974,0.151
1.978,0.15
1.984,0.149
1.988,0.148
1.994,0.147
1.998,0.146
2.004,0.145
2.008,0.144
2.014,0.143
2.018,0.142
2.024,0.141
2.028,0.14
2.033,0.139
2.038,0.138
2.044,0.137
2.048,0.136
2.054,0.135
2.058,0.134
2.064,0.133
2.068,0.132
2.074,0.131
2.078,0.13
2.084,0.129
2.088,0.128
2.094,0.127
2.098,0.126
2.104,0.125
2.108,0.124
2.114,0.123
2.118,0.122
2.124,0.121
2.129,0.12
2.134,0.119
2.138,0.118
2.144,0.117
2.148,0.116
2.154,0.115
2.158,0.114
2.163,0.113
2.168,0.112
2.174,0.111
2.178,0.11
2.183,0.109
2.188,0.108
2.194,0.107
2.198,0.106
2.204,0.105
2.208,0.104
2.214,0.103
2.218,0.102
2.224,0.101
2.228,0.1
2.233,0.099
2.239,0.098
2.244,0.097
2.249,0.096
2.254,0.095
2.259,0.094
2.265,0.093
2.269,0.092
2.275,0.091
2.28,0.09
2.285,0.089
2.29,0.088
2.295,0.087
2.3,0.086
2.305,0.085
2.31,0.084
2.315,0.083
2.321,0.082
2.326,0.081
2.331,0.08
2.337,0.079
2.342,0.078
2.348,0.077
2.354,0.076
2.36,0.075
2.365,0.074
2.371,0.073
2.376,0.072
2.382,0.071
2.388,0.07
2.394,0.069
2.399,0.068
2.406,0.067
2.411,0.066
2.416,0.065
2.421,0.064
2.428,0.063
2.432,0.062
2.438,0.061
2.443,0.06
2.45,0.059
2.454,0.058
2.46,0.057
2.466,0.056
2.472,0.055
2.477,0.054
2.483,0.053
2.488,0.052
2.494,0.051
2.499,0.05
2.506,0.049
2.513,0.048
2.52,0.047
2.526,0.046
2.531,0.045
2.538,0.044
2.543,0.043
2.549,0.042
2.556,0.041
2.562,0.04
2.568,0.039
2.573,0.038
2.58,0.037
2.585,0.036
2.592,0.035
2.597,0.034
2.605,0.033
2.61,0.032
2.616,0.031
2.621,0.03
2.629,0.029
2.635,0.028
2.643,0.027
2.648,0.026
2.656,0.025
2.662,0.024
2.669,0.023
2.677,0.022
2.684,0.021
2.689,0.02
2.698,0.019
2.704,0.018
2.71,0.017
2.718,0.016
2.725,0.015
2.732,0.014
2.741,0.013
2.748,0.012
2.756,0.011
2.763,0.01
2.772,0.009
2.778,0.008
2.786,0.007
2.793,0.006
2.801,0.005
