time,position
0.681,0.445
0.684,0.444
0.688,0.443
0.691,0.442
0.694,0.441
0.697,0.44
0.701,0.439
0.704,0.438
0.708,0.437
0.711,0.436
0.715,0.435
0.718,0.434
0.722,0.433
0.725,0.432
0.728,0.431
0.731,0.43
0.735,0.429
0.738,0.428
0.742,0.427
0.745,0.426
0.749,0.425
0.753,0.424
0.756,0.423
0.76,0.422
0.764,0.421
0.767,0.42
0.77,0.419
0.774,0.418
0.777,0.417
0.78,0.416
0.784,0.415
0.788,0.414
0.792,0.413
0.795,0.412
0.799,0.411
0.802,0.41
0.806,0.409
0.81,0.408
0.814,0.407
0.817,0.406
0.821,0.405
0.824,0.404
0.829,0.403
0.833,0.402
0.836,0.401
0.84,0.4
0.844,0.399
0.847,0.398
0.851,0.397
0.854,0.396
0.858,0.395
0.862,0.394
0.866,0.393
0.869,0.392
0.873,0.391
0.877,0.39
0.881,0.389
0.884,0.388
0.888,0.387
0.891,0.386
0.895,0.385
0.898,0.384
0.902,0.383
0.906,0.382
0.91,0.381
0.913,0.38
0.917,0.379
0.92,0.378
0.924,0.377
0.928,0.376
0.932,0.375
0.935,0.374
0.939,0.373
0.942,0.372
0.946,0.371
0.95,0.37
0.954,0.369
0.957,0.368
0.961,0.367
0.965,0.366
0.969,0.365
0.973,0.364
0.977,0.363
0.98,0.362
0.984,0.361
0.987,0.36
0.991,0.359
0.995,0.358
0.999,0.357
1.002,0.356
1.006,0.355
1.01,0.354
1.015,0.353
1.018,0.352
1.022,0.351
1.026,0.35
1.03,0.349
1.034,0.348
1.038,0.347
1.041,0.346
1.046,0.345
1.049,0.344
1.053,0.343
1.057,0.342
1.06,0.341
1.064,0.34
1.069,0.339
1.072,0.338
1.077,0.337
1.08,0.336
1.084,0.335
1.088,0.334
1.092,0.333
1.096,0.332
1.1,0.331
1.105,0.33
1.11,0.329
1.113,0.328
1.117,0.327
1.122,0.326
1.126,0.325
1.13,0.324
1.134,0.323
1.138,0.322
1.143,0.321
1.147,0.32
1.152,0.319
1.156,0.318
1.16,0.317
1.164,0.316
1.169,0.315
1.173,0.314
1.178,0.313
1.182,0.312
1.186,0.311
1.19,0.31
1.195,0.309
1.199,0.308
1.204,0.307
1.207,0.306
1.212,0.305
1.216,0.304
1.221,0.303
1.225,0.302
1.231,0.301
1.235,0.3
1.239,0.299
1.243,0.298
1.248,0.297
1.252,0.296
1.257,0.295
1.261,0.294
1.267,0.293
1.271,0.292
1.276,0.291
1.279,0.29
1.285,0.289
1.288,0.288
1.293,0.287
1.297,0.286
1.302,0.285
1.306,0.284
1.312,0.283
1.316,0.282
1.321,0.281
1.325,0.28
1.33,0.279
1.335,0.278
1.34,0.277
1.344,0.276
1.349,0.275
1.353,0.274
1.358,0.273
1.363,0.272
1.367,0.271
1.372,0.27
1.378,0.269
1.382,0.268
1.388,0.267
1.392,0.266
1.398,0.265
1.402,0.264
1.408,0.263
1.412,0.262
1.418,0.261
1.422,0.26
1.428,0.259
1.432,0.258
1.438,0.257
1.442,0.256
1.448,0.255
1.452,0.254
1.458,0.253
1.462,0.252
1.468,0.251
1.472,0.25
1.478,0.249
1.483,0.248
1.488,0.247
1.492,0.246
1.498,0.245
1.502,0.244
1.508,0.243
1.512,0.242
1.518,0.241
1.523,0.24
1.528,0.239
1.533,0.238
1.538,0.237
1.542,0.236
1.548,0.235
1.552,0.234
1.558,0.233
1.562,0.232
1.567,0.231
1.572,0.23
1.577,0.229
1.582,0.228
1.588,0.227
1.592,0.226
1.598,0.225
1.602,0.224
1.608,0.223
1.612,0.222
1.617,0.221
1.622,0.22
1.628,0.219
1.633,0.218
1.638,0.217
1.642,0.216
1.648,0.215
1.652,0.214
1.658,0.213
1.662,0.212
1.668,0.211
1.673,0.21
1.678,0.209
1.683,0.208
1.688,0.207
1.692,0.206
1.698,0.205
1.702,0.204
1.708,0.203
1.712,0.202
1.717,0.201
1.722,0.2
1.727,0.199
1.732,0.198
1.738,0.197
1.742,0.196
1.748,0.195
1.752,0.194
1.758,0.193
1.762,0.192
1.767,0.191
1.772,0.19
1.778,0.189
1.782,0.188
1.788,0.187
1.792,0.186
1.798,0.185
1.802,0.184
1.808,0.183
1.812,0.182
1.818,0.181
1.822,0.18
1.828,0.179
1.833,0.178
1.838,0.177
1.842,0.176
1.848,0.175
1.852,0.174
1.858,0.173
1.862,0.172
1.868,0.171
1.872,0.17
1.877,0.169
1.882,0.168
1.888,0.167
1.892,0.166
1.898,0.165
1.902,0.164
1.908,0.163
1.912,0.162
1.917,0.161
1.922,0.16
1.928,0.159
1.932,0.158
1.938,0.157
1.942,0.156
1.948,0.155
1.952,0.154
1.958,0.153
1.962,0.152
1.968,0.151
1.972,0.15
1.978,0.149
1.982,0.148
1.988,0.147
1.992,0.146
1.998,0.145
2.002,0.144
2.008,0.143
2.012,0.142
2.018,0.141
2.022,0.14
2.027,0.139
2.032,0.138
2.038,0.137
2.042,0.136
2.048,0.135
2.052,0.134
2.058,0.133
2.062,0.132
2.068,0.131
2.072,0.13
2.078,0.129
2.082,0.128
2.088,0.127
2.092,0.126
2.098,0.125
2.102,0.124
2.108,0.123
2.112,0.122
2.118,0.121
2.123,0.12
2.128,0.119
2.132,0.118
2.138,0.117
2.142,0.116
2.148,0.115
2.152,0.114
2.157,0.113
2.162,0.112
2.168,0.111
2.172,0.11
2.177,0.109
2.182,0.108
2.188,0.107
2.192,0.106
2.198,0.105
2.202,0.104
2.208,0.103
2.212,0.102
2.218,0.101
2.222,0.1
2.227,0.099
2.232,0.098
2.238,0.097
2.242,0.096
2.248,0.095
2.252,0.094
2.258,0.093
2.263,0.092
2.268,0.091
2.273,0.09
2.279,0.089
2.283,0.088
2.289,0.087
2.295,0.086
2.3,0.085
2.304,0.084
2.311,0.083
2.316,0.082
2.321,0.081
2.326,0.08
2.331,0.079
2.336,0.078
2.342,0.077
2.347,0.076
2.353,0.075
2.357,0.074
2.363,0.073
2.368,0.072
2.374,0.071
2.379,0.07
2.385,0.069
2.39,0.068
2.396,0.067
2.401,0.066
2.408,0.065
2.414,0.064
2.42,0.063
2.426,0.062
2.432,0.061
2.437,0.06
2.443,0.059
2.449,0.058
2.454,0.057
2.459,0.056
2.466,0.055
2.471,0.054
2.477,0.053
2.483,0.052
2.49,0.051
2.495,0.05
2.501,0.049
2.506,0.048
2.512,0.047
2.519,0.046
2.525,0.045
2.531,0.044
2.537,0.043
2.542,0.042
2.548,0.041
2.554,0.04
2.56,0.039
2.567,0.038
2.573,0.037
2.579,0.036
2.585,0.035
2.591,0.034
2.599,0.033
2.604,0.032
2.612,0.031
2.617,0.03
2.625,0.029
2.632,0.028
2.638,0.027
2.645,0.026
2.653,0.025
2.658,0.024
2.665,0.023
2.672,0.022
2.678,0.021
2.685,0.02
2.695,0.019
2.704,0.018
2.71,0.017
2.716,0.016
2.722,0.015
2.728,0.014
2.738,0.013
2.746,0.012
2.753,0.011
2.76,0.01
2.768,0.009
2.775,0.008
2.784,0.007
2.791,0.006
2.798,0.005
