time,position
0.0,70.0
0.0,68.8
0.01,68.8
0.02,68.8
0.03,68.8
0.04,68.8
0.05,68.8
0.06,68.8
0.07,68.8
0.08,68.8
0.09,68.8
0.1,68.8
0.11,68.8
0.12,67.7
0.13,67.7
0.14,67.7
0.15,66.5
0.16,66.5
0.17,66.5
0.18,65.6
0.19,65.6
0.2,65.6
0.21,65.6
0.22,64.7
0.23,64.7
0.24,64.7
0.25,64.7
0.26,64.7
0.27,64.7
0.28,64.7
0.29,63.8
0.3,63.8
0.31,63.8
0.32,63.8
0.33,63.8
0.34,63.8
0.35,63.8
0.36,63.8
0.37,63.8
0.38,63.8
0.39,63.8
0.4,63.8
0.41,63.8
0.42,63.8
0.43,63.8
0.44,63.8
0.45,63.8
0.46,63.8
0.47,62.6
0.48,62.6
0.49,62.6
0.5,62.6
0.51,62.6
0.52,62.6
0.53,61.5
0.54,61.5
0.55,61.5
0.56,60.8
0.57,60.8
0.58,59.8
0.59,58.6
0.6,57.8
0.61,57.8
0.62,57.8
0.63,57.8
0.64,57.8
0.65,56.8
0.66,55.6
0.67,55.6
0.68,55.6
0.69,55.6
0.7,55.6
0.71,55.6
0.72,55.6
0.73,55.6
0.74,55.6
0.75,55.6
0.76,55.6
0.77,54.5
0.78,54.5
0.79,54.5
0.8,54.5
0.81,54.5
0.82,53.6
0.83,53.6
0.84,53.6
0.85,53.6
0.86,53.6
0.87,52.6
0.88,51.8
0.89,51.8
0.9,51.8
0.91,51.8
0.92,50.6
0.93,49.9
0.94,49.9
0.95,49.9
0.96,49.9
0.97,49.9
0.98,49.9
0.99,49.9
1.0,49.9
1.01,49.9
1.02,49.9
1.03,48.8
1.04,48.8
1.05,48.8
1.06,47.7
1.07,47.7
1.08,47.7
1.09,47.7
1.1,47.7
1.11,47.7
1.12,47.7
1.13,47.7
1.14,47.7
1.15,47.7
1.16,47.7
1.17,47.7
1.18,47.7
1.19,47.7
1.2,46.8
1.21,46.8
1.22,46.8
1.23,46.8
1.24,46.8
1.25,45.9
1.26,45.9
1.27,45.9
1.28,45.9
1.29,45.9
1.3,45.9
1.31,45.0
1.32,45.0
1.33,45.0
1.34,45.0
1.35,45.0
1.36,44.0
1.37,44.0
1.38,44.0
1.39,44.0
1.4,44.0
1.41,42.8
1.42,42.8
1.43,42.8
1.44,42.8
1.45,42.8
1.46,42.8
1.47,42.8
1.48,42.8
1.49,42.8
1.5,41.6
1.51,41.6
1.52,41.6
1.53,41.6
1.54,41.6
1.55,41.6
1.56,41.6
1.57,40.8
1.58,39.8
1.59,39.8
1.6,39.8
1.61,39.8
1.62,39.8
1.63,39.8
1.64,39.8
1.65,39.8
1.66,39.8
1.67,39.0
1.68,39.0
1.69,39.0
1.7,38.1
1.71,37.3
1.72,37.3
1.73,37.3
1.74,37.3
1.75,37.3
1.76,37.3
1.77,37.3
1.78,37.3
1.79,37.3
1.8,37.3
1.81,37.3
1.82,37.3
1.83,37.3
1.84,36.4
1.85,36.4
1.86,36.4
1.87,36.4
1.88,36.4
1.89,36.4
1.9,36.4
1.91,36.4
1.92,36.4
1.93,36.4
1.94,36.4
1.95,36.4
1.96,35.7
1.97,35.7
1.98,35.7
1.99,35.7
2.0,35.7
2.01,35.7
2.02,34.9
2.03,34.9
2.04,34.9
2.05,34.9
2.06,34.9
2.07,34.9
2.08,34.9
2.09,34.9
2.1,34.9
2.11,34.0
2.12,34.0
2.13,33.1
2.14,33.1
2.15,33.1
2.16,33.1
2.17,33.1
2.18,33.1
2.19,33.1
2.2,33.1
2.21,32.4
2.22,32.4
2.23,32.4
2.24,32.4
2.25,31.5
2.26,30.5
2.27,30.5
2.28,29.7
2.29,28.6
2.3,28.6
2.31,27.7
2.32,27.7
2.33,27.7
2.34,27.7
2.35,27.7
2.36,27.7
2.37,27.7
2.38,26.8
2.39,25.8
2.4,25.8
2.41,25.8
2.42,24.9
2.43,24.9
2.44,24.9
2.45,24.9
2.46,23.9
2.47,23.9
2.48,23.9
2.49,22.8
2.5,22.8
2.51,22.0
2.52,22.0
2.53,22.0
2.54,22.0
2.55,22.0
2.56,21.1
2.57,21.1
2.58,21.1
2.59,21.1
2.6,21.1
2.61,21.1
2.62,21.1
2.63,21.1
2.64,21.1
2.65,20.3
2.66,20.3
2.67,20.3
2.68,19.3
2.69,19.3
2.7,19.3
2.71,18.5
2.72,17.8
2.73,17.8
2.74,17.8
2.75,17.8
2.76,17.8
2.77,16.8
2.78,15.7
2.79,15.7
2.8,14.5
2.81,13.7
2.82,12.7
2.83,11.8
2.84,11.8
2.85,11.8
2.86,11.8
2.87,11.8
2.88,11.8
2.89,11.8
2.9,11.1
2.91,10.4
2.92,10.4
2.93,10.4
2.94,10.4
2.95,9.7
2.96,8.7
2.97,8.7
2.98,8.7
2.99,8.7
3.0,8.7
3.01,8.7
3.02,7.7
3.03,7.7
3.04,7.7
3.05,7.7
3.06,6.8
3.07,6.8
3.08,6.8
3.09,6.8
3.1,5.8
3.11,5.8
3.12,5.8
3.13,5.8
3.14,5.8
3.15,5.8
