time,position,velocity
2.173,0.112,-0.2
2.179,0.111,-0.167
2.183,0.11,-0.25
2.188,0.109,-0.2
2.193,0.108,-0.2
2.199,0.107,-0.167
2.203,0.106,-0.25
2.209,0.105,-0.167
2.213,0.104,-0.25
2.219,0.103,-0.167
2.223,0.102,-0.25
2.229,0.101,-0.167
2.234,0.1,-0.2
2.239,0.099,-0.2
2.244,0.098,-0.2
2.249,0.097,-0.2
2.254,0.096,-0.2
2.259,0.095,-0.2
2.264,0.094,-0.2
2.269,0.093,-0.2
2.274,0.092,-0.2
2.28,0.091,-0.167
2.285,0.09,-0.2
2.29,0.089,-0.2
2.294,0.088,-0.25
2.3,0.087,-0.167
2.305,0.086,-0.2
2.31,0.085,-0.2
2.316,0.084,-0.167
2.321,0.083,-0.2
2.326,0.082,-0.2
2.333,0.081,-0.143
2.338,0.08,-0.2
2.344,0.079,-0.167
2.349,0.078,-0.2
2.354,0.077,-0.2
2.359,0.076,-0.2
2.365,0.075,-0.167
2.371,0.074,-0.167
2.377,0.073,-0.167
2.381,0.072,-0.25
2.387,0.071,-0.167
2.393,0.07,-0.167
2.4,0.069,-0.143
2.404,0.068,-0.25
2.411,0.067,-0.143
2.417,0.066,-0.167
2.423,0.065,-0.167
2.427,0.064,-0.25
2.433,0.063,-0.167
2.439,0.062,-0.167
2.446,0.061,-0.143
2.451,0.06,-0.2
2.457,0.059,-0.167
2.464,0.058,-0.143
2.47,0.057,-0.167
2.475,0.056,-0.2
2.481,0.055,-0.167
2.486,0.054,-0.2
2.493,0.053,-0.143
2.498,0.052,-0.2
2.504,0.051,-0.167
2.51,0.05,-0.167
2.515,0.049,-0.2
2.521,0.048,-0.167
2.529,0.047,-0.125
2.535,0.046,-0.167
2.541,0.045,-0.167
2.548,0.044,-0.143
2.555,0.043,-0.143
2.562,0.042,-0.143
2.569,0.041,-0.143
2.574,0.04,-0.2
2.581,0.039,-0.143
2.587,0.038,-0.167
2.594,0.037,-0.143
2.6,0.036,-0.167
2.609,0.035,-0.111
2.615,0.034,-0.167
2.624,0.033,-0.111
2.629,0.032,-0.2
2.635,0.031,-0.167
2.643,0.03,-0.125
2.652,0.029,-0.111
2.657,0.028,-0.2
2.665,0.027,-0.125
2.671,0.026,-0.167
2.677,0.025,-0.167
2.685,0.024,-0.125
2.692,0.023,-0.143
2.699,0.022,-0.143
2.706,0.021,-0.143
2.712,0.02,-0.167
2.721,0.019,-0.111
2.728,0.018,-0.143
2.735,0.017,-0.143
2.741,0.016,-0.167
2.749,0.015,-0.125
2.756,0.014,-0.143
2.766,0.013,-0.1
2.773,0.012,-0.143
2.783,0.011,-0.1
2.792,0.01,-0.111
2.801,0.009,-0.111
2.807,0.008,-0.167
2.816,0.007,-0.111
2.824,0.006,-0.125
2.833,0.005,-0.111
