,Unnamed: 0,time,position,velocity
0,0,0.0,0.7,0.0
1,2,0.01,0.689,1.1
2,3,0.02,0.684,0.5
3,4,0.03,0.677,0.7
4,5,0.04,0.671,0.6
5,6,0.05,0.664,0.7
6,7,0.06,0.657,0.7
7,8,0.07,0.651,0.6
8,9,0.08,0.646,0.5
9,10,0.09,0.642,0.4
10,11,0.1,0.635,0.7
11,12,0.11,0.63,0.5
12,13,0.12,0.623,0.7
13,14,0.13,0.619,0.4
14,15,0.14,0.614,0.5
15,16,0.15,0.607,0.7
16,17,0.16,0.601,0.6
17,18,0.17,0.595,0.6
18,19,0.18,0.59,0.5
19,20,0.19,0.585,0.5
20,21,0.2,0.578,0.7
21,22,0.21,0.574,0.4
22,23,0.22,0.569,0.5
23,24,0.23,0.563,0.6
24,25,0.24,0.558,0.5
25,26,0.25,0.553,0.5
26,27,0.26,0.548,0.5
27,28,0.27,0.542,0.6
28,29,0.28,0.536,0.6
29,30,0.29,0.532,0.4
30,31,0.3,0.527,0.5
31,32,0.31,0.521,0.6
32,33,0.32,0.516,0.5
33,34,0.33,0.511,0.5
34,35,0.34,0.507,0.4
35,36,0.35,0.502,0.5
36,37,0.36,0.497,0.5
37,38,0.37,0.492,0.5
38,39,0.38,0.488,0.4
39,40,0.39,0.483,0.5
40,41,0.4,0.478,0.5
41,42,0.41,0.474,0.4
42,43,0.42,0.469,0.5
43,44,0.43,0.464,0.5
44,45,0.44,0.46,0.4
45,46,0.45,0.456,0.4
46,47,0.46,0.452,0.4
47,48,0.47,0.447,0.5
48,49,0.48,0.442,0.5
49,50,0.49,0.437,0.5
50,51,0.5,0.432,0.5
51,52,0.51,0.427,0.5
52,53,0.52,0.423,0.4
53,54,0.53,0.419,0.4
54,55,0.54,0.414,0.5
55,56,0.55,0.41,0.4
56,57,0.56,0.406,0.4
57,58,0.57,0.402,0.4
58,59,0.58,0.397,0.5
59,60,0.59,0.393,0.4
60,61,0.6,0.389,0.4
61,62,0.61,0.385,0.4
62,63,0.62,0.381,0.4
63,64,0.63,0.377,0.4
64,65,0.64,0.373,0.4
65,66,0.65,0.369,0.4
66,67,0.66,0.364,0.5
67,68,0.67,0.361,0.3
68,69,0.68,0.357,0.4
69,70,0.69,0.353,0.4
70,71,0.7,0.349,0.4
71,72,0.71,0.345,0.4
72,73,0.72,0.341,0.4
73,74,0.73,0.337,0.4
74,75,0.74,0.333,0.4
75,76,0.75,0.329,0.4
76,77,0.76,0.325,0.4
77,78,0.77,0.321,0.4
78,79,0.78,0.317,0.4
79,80,0.79,0.313,0.4
80,81,0.8,0.309,0.4
81,82,0.81,0.305,0.4
82,83,0.82,0.302,0.3
83,84,0.83,0.298,0.4
84,85,0.84,0.294,0.4
85,86,0.85,0.29,0.4
86,87,0.86,0.286,0.4
87,88,0.87,0.282,0.4
88,89,0.88,0.278,0.4
89,90,0.89,0.275,0.3
90,91,0.9,0.272,0.3
91,92,0.91,0.269,0.3
92,93,0.92,0.265,0.4
93,94,0.93,0.261,0.4
94,95,0.94,0.257,0.4
95,96,0.95,0.253,0.4
96,97,0.96,0.249,0.4
97,98,0.97,0.246,0.3
98,99,0.98,0.242,0.4
99,100,0.99,0.239,0.3
100,101,1.0,0.235,0.4
101,102,1.01,0.232,0.3
102,103,1.02,0.229,0.3
103,104,1.03,0.226,0.3
104,105,1.04,0.222,0.4
105,106,1.05,0.218,0.4
106,107,1.06,0.214,0.4
107,108,1.07,0.211,0.3
108,109,1.08,0.208,0.3
109,110,1.09,0.204,0.4
110,111,1.1,0.201,0.3
111,112,1.11,0.198,0.3
112,113,1.12,0.195,0.3
113,114,1.13,0.192,0.3
114,115,1.14,0.188,0.4
115,116,1.15,0.185,0.3
116,117,1.16,0.182,0.3
117,118,1.17,0.179,0.3
118,119,1.18,0.176,0.3
119,120,1.19,0.172,0.4
120,121,1.2,0.169,0.3
121,122,1.21,0.166,0.3
122,123,1.22,0.163,0.3
123,124,1.23,0.16,0.3
124,125,1.24,0.157,0.3
125,126,1.25,0.154,0.3
126,127,1.26,0.151,0.3
127,128,1.27,0.148,0.3
128,129,1.28,0.145,0.3
129,130,1.29,0.142,0.3
130,131,1.3,0.139,0.3
131,132,1.31,0.136,0.3
132,133,1.32,0.133,0.3
133,134,1.33,0.13,0.3
134,135,1.34,0.127,0.3
135,136,1.35,0.124,0.3
136,137,1.36,0.121,0.3
137,138,1.37,0.118,0.3
138,139,1.38,0.115,0.3
139,140,1.39,0.112,0.3
140,141,1.4,0.109,0.3
141,142,1.41,0.106,0.3
142,143,1.42,0.103,0.3
143,144,1.43,0.1,0.3
144,145,1.44,0.098,0.2
145,146,1.45,0.095,0.3
146,147,1.46,0.092,0.3
147,148,1.47,0.089,0.3
148,149,1.48,0.086,0.3
149,150,1.49,0.083,0.3
150,151,1.5,0.081,0.2
151,152,1.51,0.079,0.2
152,153,1.52,0.077,0.2
153,154,1.53,0.074,0.3
154,155,1.54,0.071,0.3
155,156,1.55,0.068,0.3
156,157,1.56,0.065,0.3
157,158,1.57,0.062,0.3
158,159,1.58,0.059,0.3
159,160,1.59,0.056,0.3
160,161,1.6,0.054,0.2
